tag_name,kind,blr_scope,blr_unit,priority_minlp,hierarchy_element_path,hierarchy_leaf_element,hierarchy_attribute_name,pi_sensor,pi_status,depends_on_pi_sensors,n_pi_sensors,formula,refs
BFW_B_Turb_Status,inferred,system,BLR_2,1,,,,,,,0,"if(([BFW_B_Turb_Steam_raw]/1000)>8,1,0)",BFW_B_Turb_Steam_raw
BLR_2_Status,inferred,system,BLR_2,1,,,,,,UN.UO.71FI1201.PV,1,"if([BLR_2_HPS_Gen]>=50,1,0)",BLR_2_HPS_Gen
BFW_C_Turb_Status,inferred,system,BLR_3,1,,,,,,,0,"if(([BFW_C_Turb_Steam_raw]/1000)>8,1,0)",BFW_C_Turb_Steam_raw
BLR_3_Status,inferred,system,BLR_3,1,,,,,,UN.UO.71FI1301.PV,1,"if([BLR_3_HPS_Gen]>=50,1,0)",BLR_3_HPS_Gen
BFW_D_Motor_Power,inferred,system,BLR_4,1,,,,,,,0,1.73*[Voltage_LP]*[BFW_D_AMPS]*[BFW_D_Motor_Status]*[power_factor]/1000/1000,BFW_D_AMPS; BFW_D_Motor_Status; Voltage_LP; power_factor
BFW_D_Motor_Power_Imbalance,inferred,system,BLR_4,1,,,,,,UN.UO.71FI1101.PV; UN.UO.71FI1201.PV; UN.UO.71FI1301.PV; UN.UO.71FI1401.PV; UN.UO.71FI1501A.PV,5,[BFW_D_Motor_Power_cons]-[BFW_D_Motor_Power_Regression],BFW_D_Motor_Power_Regression; BFW_D_Motor_Power_cons
BFW_D_Motor_Power_Regression,inferred,system,BLR_4,1,,,,,,UN.UO.71FI1101.PV; UN.UO.71FI1201.PV; UN.UO.71FI1301.PV; UN.UO.71FI1401.PV; UN.UO.71FI1501A.PV,5,((-0.0016*([BFW_Flow_Consumption]/[BFW_Drives_Running])^2+1.8045*([BFW_Flow_Consumption]/[BFW_Drives_Running])+401.61)/1000)/0.95,BFW_Drives_Running; BFW_Flow_Consumption
BFW_D_Motor_Power_cons,inferred,system,BLR_4,1,,,,,,UN.UO.71FI1101.PV; UN.UO.71FI1201.PV; UN.UO.71FI1301.PV; UN.UO.71FI1401.PV; UN.UO.71FI1501A.PV,5,"if([BFW_D_Motor_Status]==1,[BFW_D_Motor_Power],[BFW_D_Motor_Power_Regression])",BFW_D_Motor_Power; BFW_D_Motor_Power_Regression; BFW_D_Motor_Status
BFW_D_Motor_Status,inferred,system,BLR_4,1,,,,,,,0,"if(([BFW_D_AMPS]>60)||([BFW_D_Vibrations]>10)||([BFW_D_Bearing_temp]>60),1,0)",BFW_D_AMPS; BFW_D_Bearing_temp; BFW_D_Vibrations
BLR_4_Status,inferred,system,BLR_4,1,,,,,,UN.UO.71FI1401.PV,1,"if([BLR_4_HPS_Gen]>=50,1,0)",BLR_4_HPS_Gen
BFW_E_Turb_Status,inferred,system,BLR_5,1,,,,,,,0,"if(([BFW_E_Turb_Steam_raw]/1000)>8,1,0)",BFW_E_Turb_Steam_raw
BLR_5_Status,inferred,system,BLR_5,1,,,,,,UN.UO.71FI1501A.PV,1,"if([BLR_5_HPS_Gen]>=50,1,0)",BLR_5_HPS_Gen
Air_Compressor_Turbine_A_Steam_raw,raw_pi,system,,1,,,,,unmapped,,0,,
Air_Compressor_Turbine_D_Steam_raw,raw_pi,system,,1,,,,,unmapped,,0,,
BFW_TO_LAO_raw,raw_pi,system,,1,,,BFW Flow,,system_no_hier_match,,0,,
BFW_to_EOEG_1_raw,raw_pi,system,,1,,,BFW Flow,,system_no_hier_match,,0,,
BFW_to_EOEG_2_raw,raw_pi,system,,1,,,BFW Flow,,system_no_hier_match,,0,,
BFW_to_EOEG_3_raw,raw_pi,system,,1,,,BFW Flow,,system_no_hier_match,,0,,
C2R_turbine_Inlet_steam_flow,raw_pi,system,,1,,,,,unmapped,,0,,
C3R_turbine_Inlet_steam_flow,raw_pi,system,,1,,,,,unmapped,,0,,
CW_Turbine_A_Steam,raw_pi,system,,1,,,,,unmapped,,0,,
CW_Turbine_B_Steam,raw_pi,system,,1,,,,,unmapped,,0,,
CW_Turbine_G_Steam,raw_pi,system,,1,,,,,unmapped,,0,,
DMW_MAKEUP_Near_Clean_Condensate_Header,raw_pi,system,,1,,,,,unmapped,,0,,
DMW_MAKEUP_Near_Suspect_Condensate_Header,raw_pi,system,,1,,,,,unmapped,,0,,
DMW_Turbine_A_Steam_raw,raw_pi,system,,1,,,,,unmapped,,0,,
DMW_Turbine_C_Steam_raw,raw_pi,system,,1,,,,,unmapped,,0,,
DSP_BFW_TO_CAUSTIC_DILUTION_raw,raw_pi,system,,1,,,Desuperheater BFW Flow,,system_no_hier_match,,0,,
DSP_BFW_TO_EG1_raw,raw_pi,system,,1,,,Desuperheater BFW Flow,,system_no_hier_match,,0,,
DSP_BFW_TO_EG2_raw,raw_pi,system,,1,,,Desuperheater BFW Flow,,system_no_hier_match,,0,,
DSP_BFW_TO_EG3_raw,raw_pi,system,,1,,,Desuperheater BFW Flow,,system_no_hier_match,,0,,
DSP_BFW_TO_ETH_raw,raw_pi,system,,1,,,Desuperheater BFW Flow,,system_no_hier_match,,0,,
Deaerator_A_LPS_raw,raw_pi,system,,1,,,,,unmapped,,0,,
Deaerator_B_LPS_raw,raw_pi,system,,1,,,,,unmapped,,0,,
EG1_CLEAN_COND_TO_U_O_raw,raw_pi,system,,1,,,,,unmapped,,0,,
EG1_DEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG1_HEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG1_MEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG1_TEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG1_suspect_COND_TO_U_O_raw,raw_pi,system,,1,,,,,unmapped,,0,,
EG2_CLEAN_COND_TO_U_O_raw,raw_pi,system,,1,,,,,unmapped,,0,,
EG2_DEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG2_HEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG2_MEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG2_TEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG2_suspect_COND_TO_U_O_raw,raw_pi,system,,1,,,,,unmapped,,0,,
EG3_CLEAN_COND_TO_U_O_raw,raw_pi,system,,1,,,,,unmapped,,0,,
EG3_DEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG3_HEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG3_MEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG3_TEG_production_flow,raw_pi,system,,1,,,,,unmapped,,0,,
EG3_suspect_COND_TO_U_O_raw,raw_pi,system,,1,,,,,unmapped,,0,,
EOEG_1_MPS_Demand_raw,raw_pi,system,,1,,,MPS Demand,,system_no_hier_match,,0,,
EOEG_2_MPS_Demand_raw,raw_pi,system,,1,,,MPS Demand,,system_no_hier_match,,0,,
EOEG_3_MPS_Demand_raw,raw_pi,system,,1,,,MPS Demand,,system_no_hier_match,,0,,
ETH_CLEAN_COND_TO_U_O_raw,raw_pi,system,,1,,,,,unmapped,,0,,
ETH_LPS_Demand_raw,raw_pi,system,,1,,,LPS Demand,,system_no_hier_match,,0,,
ETH_suspect_COND_TO_U_O_raw,raw_pi,system,,1,,,,,unmapped,,0,,
FUEL_GAS_From_UO_to_ETH_raw,raw_pi,system,,1,Steam Network 1 > VHP Steam HeaderA > VHP Steam GeneratorA > VHP Waste Heat BoilerA,VHP Waste Heat BoilerA,Fuel Gas Flow,UN.ETH.11FI1029AA.PV,system_match_first,UN.ETH.11FI1029AA.PV,1,,
FUEL_GAS_From_UO_to_LAO_A,raw_pi,system,,1,,,,,unmapped,,0,,
FUEL_GAS_From_UO_to_LAO_B,raw_pi,system,,1,,,,,unmapped,,0,,
HP_Steam_Vent_Valve_PC7027_Opening_ETH,raw_pi,system,,1,Steam Network 1 > VHP Steam HeaderA > VHP Steam ConsumersA > VHP Steam VentA,VHP Steam VentA,Vent Valve Opening,UN.ETH.17PC7032.MV,system_match_first,UN.ETH.17PC7032.MV,1,,
HP_Steam_from_CGC_Extraction,raw_pi,system,,1,,,,,unmapped,,0,,
HP_to_LP_Let_Down_Valve_Opening_HC7262_ETH,raw_pi,system,,1,,,,,unmapped,,0,,
HP_to_LP_Let_Down_Valve_Opening_PC7026_ETH,raw_pi,system,,1,,,,,unmapped,,0,,
HP_to_MP_Letdown_Valve_Opening_PV0007A_UO,raw_pi,system,,1,,,,,unmapped,,0,,
HP_to_MP_Letdown_Valve_Opening_PV0007B_UO,raw_pi,system,,1,,,,,unmapped,,0,,
LAO_Load_raw,raw_pi,system,,1,,,,,unmapped,,0,,
LP_Steam_Dumping_Valve_PC0024A_Opening_UO,raw_pi,system,,1,,,,,unmapped,,0,,
MP_to_LP_Letdown_Valve_Opening_PV013A_UO,raw_pi,system,,1,,,,,unmapped,,0,,
MP_to_LP_Letdown_Valve_Opening_PV013B_UO,raw_pi,system,,1,,,,,unmapped,,0,,
MP_to_LP_Letdown_Valve_Opening_PV31_UO,raw_pi,system,,1,,,,,unmapped,,0,,
MP_to_LP_Letdown_Valve_Opening_PV32_UO,raw_pi,system,,1,,,,,unmapped,,0,,
PM7103F_CWP_MTR_BEARING,raw_pi,system,,1,,,,,unmapped,,0,,
Polished_Condenstae_to_Deaerator,raw_pi,system,,1,,,,,unmapped,,0,,
Quench_water_pump_turbine_Inlet_steam_flow,raw_pi,system,,1,,,,,unmapped,,0,,
Regeneration_Gas_Heater_Level,raw_pi,system,,1,,,,,unmapped,,0,,
Total_Ethylene_Production_ETH_Plant,raw_pi,system,,1,,,Production Flow,,system_no_hier_match,,0,,
UO_HP_MP_Desuperheater1_opening,raw_pi,system,,1,,,,,unmapped,,0,,
VHP_BFW_FROM_U_O,raw_pi,system,,1,,,BFW Flow,,system_no_hier_match,,0,,
VHP_DESPHTR_BFW_FROM_U_O,raw_pi,system,,1,,,Desuperheater BFW Flow,,system_no_hier_match,,0,,
VHP_Steam_Pressure,raw_pi,system,,1,Steam Network 1 > VHP Steam HeaderA,VHP Steam HeaderA,Steam Pressure,UN.ETH.17PC7032.PV,system_match_first,UN.ETH.17PC7032.PV,1,,
VHP_to_HP_Let_Down_Valve_Opening_PX7024A_ETH,raw_pi,system,,1,Steam Network 1 > VHP Steam HeaderA > VHP Steam ConsumersA > VHP Steam VentA,VHP Steam VentA,Vent Valve Opening,UN.ETH.17PC7032.MV,system_match_first,UN.ETH.17PC7032.MV,1,,
VHP_to_HP_Let_Down_Valve_Opening_PX7024B_ETH,raw_pi,system,,1,,,,,unmapped,,0,,
BFW_A_AMPS,raw_pi,system,BLR_1,1,,,,,unmapped,,0,,
BFW_A_Bearing_temp,raw_pi,system,BLR_1,1,,,,,unmapped,,0,,
BFW_A_Vibrations,raw_pi,system,BLR_1,1,,,,,unmapped,,0,,
VHP_BFW_A_AMPS,raw_pi,system,BLR_1,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerA > HP Boiler BFW SystemA > HP Boiler BFW PumpA,HP Boiler BFW PumpA,Motor Current,,blank_in_hierarchy,,0,,
VHP_BFW_A_Discharge_flow,raw_pi,system,BLR_1,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerA > HP Boiler BFW SystemA > HP Boiler BFW PumpA,HP Boiler BFW PumpA,Discharge Flow,,blank_in_hierarchy,,0,,
VHP_BFW_A_Vibration,raw_pi,system,BLR_1,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerA > HP Boiler BFW SystemA > HP Boiler BFW PumpA,HP Boiler BFW PumpA,Vibration,,blank_in_hierarchy,,0,,
VHP_BFW_B_Discharge_flow,raw_pi,system,BLR_2,1,,HP Boiler BFW PumpB,Discharge Flow,,needs_new_row,,0,,
VHP_BFW_C_Discharge_flow,raw_pi,system,BLR_3,1,,HP Boiler BFW PumpC,Discharge Flow,,needs_new_row,,0,,
BFW_D_AMPS,raw_pi,system,BLR_4,1,,,,,unmapped,,0,,
BFW_D_Bearing_temp,raw_pi,system,BLR_4,1,,,,,unmapped,,0,,
BFW_D_Vibrations,raw_pi,system,BLR_4,1,,,,,unmapped,,0,,
LHV,raw_pi,constant,,1,,,,,unmapped,,0,,
