tag_name,role,formula,lower_bound,upper_bound,flag_integer,equipment_category,equipment_id,uom,active_flag
EOEG_3_LPS_Demand_delta,parameter,"if(missing(abs((min([EG3_LP_to_E_6220]+[EG3_LP_to_C_6220],[EG3_LP_to_E_6220_Adjusted]+[EG3_LP_to_C_6220_Adjusted])+[EG3_LP_to_E_6523_Adjusted])-([EG3_LP_to_E_6220]+[EG3_LP_to_C_6220]+[EG3_LP_to_E_6523]))),0,abs((min([EG3_LP_to_E_6220]+[EG3_LP_to_C_6220],[EG3_LP_to_E_6220_Adjusted]+[EG3_LP_to_C_6220_Adjusted])+[EG3_LP_to_E_6523_Adjusted])-([EG3_LP_to_E_6220]+[EG3_LP_to_C_6220]+[EG3_LP_to_E_6523])))",,,,eoeg_plant,,MW,1
EOEG_3_MPS_Demand,post_optimizer,"if([EOEG3_Plant_Status]==0,0,if(([EOEG_3_MPS_Demand]-[EOEG_3_MPS_Demand_delta])<0,0,([EOEG_3_MPS_Demand]-[EOEG_3_MPS_Demand_delta])))",,,,eoeg_plant,,MT/ HR,1
EOEG_3_MPS_Demand_delta,parameter,"if(missing(abs(([EG3_MP_to_E_6620_Adjusted]+[EG3_MP_to_E_6531_Adjusted])-([EG3_MP_to_E_6620]+[EG3_MP_to_E_6531]))),0,abs(([EG3_MP_to_E_6620_Adjusted]+[EG3_MP_to_E_6531_Adjusted])-([EG3_MP_to_E_6620]+[EG3_MP_to_E_6531])))",,,,eoeg_plant,,-,1
EOEG_3_Power_Consumption,raw_pi_input,,,,,eoeg_plant,,ON/ OFF,1
ETH_CLEAN_COND_TO_U_O,parameter,"if([ETH_Plant_Status]==0,0,[ETH_CLEAN_COND_TO_U_O_raw])",,,,system,,KG/ HR,1
ETH_CLEAN_COND_TO_U_O_raw,raw_pi_input,,,,,system,,%,1
ETH_HPS_Demand,post_optimizer,"if([ETH_Plant_Status]==0,0,if(([ETH_HPS_Demand]-([ETH_HPS_Demand_delta]))<0,0,([ETH_HPS_Demand]-([ETH_HPS_Demand_delta]))))",,,,system,,-,1
ETH_HPS_Demand_delta,parameter,"if(missing([C2_power_delta] + [Eth_CGC_turbine_Duty_delta]),0,[C2_power_delta] + [Eth_CGC_turbine_Duty_delta])",,,,system,,-,1
ETH_LPS_Demand,post_optimizer,"if([ETH_Plant_Status]==0,0,if(([ETH_LPS_Demand]-([ETH_LPS_Demand_delta]))<0,0,([ETH_LPS_Demand]-([ETH_LPS_Demand_delta]))))",,,,system,,MT/ HR,1
ETH_LPS_Demand_delta,parameter,"if(missing(([Ethane_feed_saturator_inlet_steam_flow]-[Ethane_feed_saturator_inlet_steam_flow_Adjusted])+min(5,(([Specific_energy_consumption_in_C3R]-if(missing([Specific_energy_consumption_in_C3R_Adjusted]) || [opportunity_energy_olf_cold]==[opportunity_threshold] || missing([opportunity_energy_olf_cold]),[Specific_energy_consumption_in_C3R],min([Specific_energy_consumption_in_C3R],[Specific_energy_consumption_in_C3R_Adjusted])))*[Ethylene_total_flow])*3.6*1000/([HP_Steam_Enthalpy]*4.184))),0,min(20,[Ethane_feed_saturator_inlet_steam_flow]-[Ethane_feed_saturator_inlet_steam_flow_Adjusted])+min(5,(([Specific_energy_consumption_in_C3R]-if(missing([Specific_energy_consumption_in_C3R_Adjusted]) || [opportunity_energy_olf_cold]==[opportunity_threshold] || missing([opportunity_energy_olf_cold]),[Specific_energy_consumption_in_C3R],min([Specific_energy_consumption_in_C3R],[Specific_energy_consumption_in_C3R_Adjusted])))*[Ethylene_total_flow])*3.6*1000/([HP_Steam_Enthalpy]*4.184)))",,,,system,,%,1
ETH_Plant_Status,raw_pi_input,,,,,system,,KG/ HR,1
ETH_Power_Consumption,raw_pi_input,,,,,electrical,,KG/ HR,1
ETH_suspect_COND_TO_U_O,raw_pi_input,,,,,system,,MT/ HR,1
ETH_suspect_COND_TO_U_O_corrected,parameter,"if([ETH_Plant_Status]==0,0,[ETH_suspect_COND_TO_U_O]*[Polished_Condenstae_to_Deaerator]/([ETH_suspect_COND_TO_U_O]+[EG1_suspect_COND_TO_U_O]+[EG2_suspect_COND_TO_U_O]+[EG3_suspect_COND_TO_U_O]))",,,,system,,-,1
Eth_CGC_turbine_Duty_delta,parameter,"min(5,(([Total_specific_Power]-if(missing([Total_specific_Power_peeo]) || [opportunity_energy_olf_cgc]==[opportunity_threshold] || missing([opportunity_energy_olf_cgc]),[Total_specific_Power],min([Total_specific_Power],[Total_specific_Power_peeo])))*[Ethylene_total_flow]/1000)*3.6*1000/([HP_Steam_Enthalpy]*4.184))",,,,turbine,,-,1
Ethane_feed_saturator_inlet_steam_flow,raw_pi_input,,,,,system,,°C,1
Ethane_feed_saturator_inlet_steam_flow_Adjusted,parameter,"if(missing([Ethane_feed_saturator_inlet_steam_flow_peeo]) || missing([opportunity_energy_olf_qt]) || [opportunity_energy_olf_qt]==[opportunity_threshold],[Ethane_feed_saturator_inlet_steam_flow],min([Ethane_feed_saturator_inlet_steam_flow],[Ethane_feed_saturator_inlet_steam_flow_peeo]))",,,,system,,-,1
Ethane_feed_saturator_inlet_steam_flow_peeo,unresolved,,,,,system,,,
Ethylene_total_flow,raw_pi_input,,,,,system,,GJ/ HR,1
FDF_A_Motor_Power,decision_variable,[FDF_A_Motor_Status]*[BLR_1_Status]*(0.0067*[BLR_1_HPS_Gen]**2 + 0.225*[BLR_1_HPS_Gen] + 217.82)/1000,0,1,0,fd_fan,,Number,1
FDF_A_Motor_Status,decision_variable,,0,0,1,fd_fan,,Number,1
FDF_B_Motor_Power,decision_variable,[FDF_B_Motor_Status]*[BLR_2_Status]*(0.0067*[BLR_2_HPS_Gen]**2 + 0.225*[BLR_2_HPS_Gen] + 217.82)/1000,0,1,0,fd_fan,,Number,1
FDF_B_Motor_Status,decision_variable,,0,0,1,fd_fan,,Number,1
FD_Fan_BLR_1_Steam,decision_variable,(1-[FDF_A_Motor_Status])*[BLR_1_Status]*(([FD_Fan_BLR_1_Steam_raw]/1000)-([FD_Fan_BLR_1_Steam_reg]-((0.4255*[BLR_1_HPS_Gen]**2 - 32.667*[BLR_1_HPS_Gen] + 4378.1)/1000)))+(1-[BLR_1_Status])*(1-[FDF_A_Motor_Status])*[FD_Fan_BLR_1_Steam_warmup],0,"if([Whatif_running]==0,max([FD_Fan_BLR_1_Steam],10),10)",0,fd_fan,FD_FAN_BLR_1,MT/ HR,1
FD_Fan_BLR_1_Steam_raw,raw_pi_input,,,,,fd_fan,FD_FAN_BLR_1,%,1
FD_Fan_BLR_1_Steam_reg,parameter,((0.4255*[BLR_1_HPS_Gen]^2 - 32.667*[BLR_1_HPS_Gen] + 4378.1)/1000),,,,fd_fan,FD_FAN_BLR_1,KG/ HR,1
FD_Fan_BLR_1_Steam_warmup,parameter,"if([BLR_1_Status]==0,[FD_Fan_BLR_1_Steam_raw]/1000,0)",,,,fd_fan,FD_FAN_BLR_1,-,1
FD_Fan_BLR_2_Steam,decision_variable,(1-[FDF_B_Motor_Status])*[BLR_2_Status]*(([FD_Fan_BLR_2_Steam_raw]/1000)-([FD_Fan_BLR_2_Steam_reg]-((0.4601*[BLR_2_HPS_Gen]**2 - 39.276*[BLR_2_HPS_Gen] + 4711.7)/1000)))+(1-[BLR_2_Status])*(1-[FDF_B_Motor_Status])*[FD_Fan_BLR_2_Steam_warmup],0,"if([Whatif_running]==0,max([FD_Fan_BLR_2_Steam],10),10)",0,fd_fan,FD_FAN_BLR_2,MT/ HR,1
FD_Fan_BLR_2_Steam_raw,raw_pi_input,,,,,fd_fan,FD_FAN_BLR_2,%,1
FD_Fan_BLR_2_Steam_reg,parameter,((0.4601*[BLR_2_HPS_Gen]^2 - 39.276*[BLR_2_HPS_Gen] + 4711.7)/1000),,,,fd_fan,FD_FAN_BLR_2,KG/ HR,1
FD_Fan_BLR_2_Steam_warmup,parameter,"if([BLR_2_Status]==0,[FD_Fan_BLR_2_Steam_raw]/1000,0)",,,,fd_fan,FD_FAN_BLR_2,-,1
FD_Fan_BLR_3_Steam,decision_variable,[BLR_3_Status]*(([FD_Fan_BLR_3_Steam_raw]/1000)-([FD_Fan_BLR_3_Steam_reg]-((0.4481*[BLR_3_HPS_Gen]**2 - 35.004*[BLR_3_HPS_Gen] + 4701.3)/1000))) + (1-[BLR_3_Status])*[FD_Fan_BLR_3_Steam_warmup],0,"if([Whatif_running]==0,max([FD_Fan_BLR_3_Steam],10),10)",0,fd_fan,FD_FAN_BLR_3,MT/ HR,1
FD_Fan_BLR_3_Steam_raw,raw_pi_input,,,,,fd_fan,FD_FAN_BLR_3,KG/ HR,1
FD_Fan_BLR_3_Steam_reg,parameter,((0.4481*[BLR_3_HPS_Gen]^2 - 35.004*[BLR_3_HPS_Gen] + 4701.3)/1000),,,,fd_fan,FD_FAN_BLR_3,KG/ HR,1
FD_Fan_BLR_3_Steam_warmup,parameter,"if([BLR_3_Status]==0,[FD_Fan_BLR_3_Steam_raw]/1000,0)",,,,fd_fan,FD_FAN_BLR_3,-,1
FD_Fan_BLR_4_Steam,decision_variable,[BLR_4_Status]*(([FD_Fan_BLR_4_Steam_raw]/1000)-([FD_Fan_BLR_4_Steam_reg]-((0.4828*[BLR_4_HPS_Gen]**2 - 46.088*[BLR_4_HPS_Gen] + 5015.5)/1000)))+ (1-[BLR_4_Status])*[FD_Fan_BLR_4_Steam_warmup],0,"if([Whatif_running]==0,max([FD_Fan_BLR_4_Steam],10),10)",0,fd_fan,FD_FAN_BLR_4,MT/ HR,1
FD_Fan_BLR_4_Steam_raw,raw_pi_input,,,,,fd_fan,FD_FAN_BLR_4,KG/ HR,1
FD_Fan_BLR_4_Steam_reg,parameter,((0.4828*[BLR_4_HPS_Gen]^2 - 46.088*[BLR_4_HPS_Gen] + 5015.5)/1000),,,,fd_fan,FD_FAN_BLR_4,KG/ HR,1
FD_Fan_BLR_4_Steam_warmup,parameter,"if([BLR_4_Status]==0,[FD_Fan_BLR_4_Steam_raw]/1000,0)",,,,fd_fan,FD_FAN_BLR_4,-,1
FD_Fan_BLR_5_Steam,decision_variable,[BLR_5_Status]*(([FD_Fan_BLR_5_Steam_raw]/1000)-([FD_Fan_BLR_5_Steam_reg]-((0.0843*[BLR_5_HPS_Gen]**2 + 9.2624*[BLR_5_HPS_Gen] + 4772.4)/1000)))+ (1-[BLR_5_Status])*[FD_Fan_BLR_5_Steam_warmup],0,"if([Whatif_running]==0,max([FD_Fan_BLR_5_Steam],10),10)",0,fd_fan,FD_FAN_BLR_5,MT/ HR,1
FD_Fan_BLR_5_Steam_raw,raw_pi_input,,,,,fd_fan,FD_FAN_BLR_5,KG/ HR,1
FD_Fan_BLR_5_Steam_reg,parameter,((0.0843*[BLR_5_HPS_Gen]^2 + 9.2624*[BLR_5_HPS_Gen] + 4772.4)/1000),,,,fd_fan,FD_FAN_BLR_5,KG/ HR,1
FD_Fan_BLR_5_Steam_warmup,parameter,"if([BLR_5_Status]==0,[FD_Fan_BLR_5_Steam_raw]/1000,0)",,,,fd_fan,FD_FAN_BLR_5,-,1
FUEL_GAS_From_UO_to_ETH,post_optimizer,"if([ETH_Plant_Status]==0,0,round(([FUEL_GAS_From_UO_to_ETH]-[FUEL_GAS_From_UO_to_ETH_delta]),3))",,,,fuel,,MT/ HR,1
FUEL_GAS_From_UO_to_ETH_delta,parameter,"if(missing(if([ETH_Plant_Status]==0,0,(([FUEL_GAS_From_UO_to_ETH]/[Total_Furnace_fuel])*([Total_Furnace_fuel]-[Total_Furnace_fuel_min])))),0,if([ETH_Plant_Status]==0,0,(([FUEL_GAS_From_UO_to_ETH]/[Total_Furnace_fuel])*([Total_Furnace_fuel]-[Total_Furnace_fuel_min]))))",,,,fuel,,$/ M3,1
FUEL_GAS_From_UO_to_Flare,raw_pi_input,,,,,fuel,,MW,1
FUEL_GAS_From_UO_to_Incinerator,parameter,[FUEL_GAS_From_UO_to_Incinerator_raw]/1000,,,,fuel,,MW,1
FUEL_GAS_From_UO_to_Incinerator_raw,raw_pi_input,,,,,fuel,,KG/ HR,1
FUEL_GAS_From_UO_to_LAO,post_optimizer,"if([LAO_Plant_Status]==0,0,round([FUEL_GAS_From_UO_to_LAO]-([FUEL_GAS_From_UO_to_LAO_delta]),3))",,,,fuel,,MW,1
FUEL_GAS_From_UO_to_LAO_Opt,raw_pi_input,,,,,fuel,,%,1
FUEL_GAS_From_UO_to_LAO_delta,parameter,"if([LAO_Plant_Status]==0,0,if(([FUEL_GAS_From_UO_to_LAO]-[FUEL_GAS_From_UO_to_LAO_Opt]>0.2),[FUEL_GAS_From_UO_to_LAO]-[FUEL_GAS_From_UO_to_LAO_Opt],0))*0",,,,fuel,,KG/ HR,1
FUR_1_FLUE_GAS_O2,raw_pi_input,,,,,system,,MT/ HR,1
FUR_1_FLUE_GAS_O2_Adjusted,parameter,"if([Furnace_O2_Check]==1&&[FUR_1_FLUE_GAS_O2]-(0.0258*[Fur_1_HC_Feed]^2-2.4007*[Fur_1_HC_Feed]+58.52)*[Furnace_1_Status]>0.2,(0.0258*[Fur_1_HC_Feed]^2-2.4007*[Fur_1_HC_Feed]+58.52)*[Furnace_1_Status],[FUR_1_FLUE_GAS_O2])",,,,system,,-,1
FUR_1_PASS_1_ETHANE_FEED,raw_pi_input,,,,,system,,°C,1
FUR_1_PASS_2_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_1_PASS_3_ETHANE_FEED,raw_pi_input,,,,,system,,-,1
FUR_1_PASS_4_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_1_PASS_5_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_1_PASS_6_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_1_PASS_7_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_1_PASS_8_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_1_STACK_TEMPERATURE,raw_pi_input,,,,,system,,$/ HR,1
FUR_1_STACK_TEMPERATURE_Adjusted,parameter,"max(150,[FUR_1_STACK_TEMPERATURE]-(144.4672+0.0525*[Fur_1_HC_Feed]+0.008392*[Furnace_A_COT]+2.84088*[FUR_1_FLUE_GAS_O2]-(144.4672+0.0525*[Fur_1_HC_Feed]+0.008392*[Furnace_A_COT]+2.84088*[FUR_1_FLUE_GAS_O2_Adjusted])))*[Furnace_1_Status]",,,,system,,°C,1
FUR_2_FLUE_GAS_O2,raw_pi_input,,,,,system,,MT/ HR,1
FUR_2_FLUE_GAS_O2_Adjusted,parameter,"if([Furnace_O2_Check]==1&&[FUR_2_FLUE_GAS_O2]-(0.0302*[Fur_2_HC_Feed]^2-2.8183*[Fur_2_HC_Feed]+68.367)*[Furnace_2_Status]>0.2,(0.0302*[Fur_2_HC_Feed]^2-2.8183*[Fur_2_HC_Feed]+68.367)*[Furnace_2_Status],[FUR_2_FLUE_GAS_O2])",,,,system,,MT/ HR,1
FUR_2_PASS_1_ETHANE_FEED,raw_pi_input,,,,,system,,°C,1
FUR_2_PASS_2_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_2_PASS_3_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_2_PASS_4_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_2_PASS_5_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_2_PASS_6_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_2_PASS_7_ETHANE_FEED,raw_pi_input,,,,,system,,BARG,1
FUR_2_PASS_8_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_2_STACK_TEMPERATURE,raw_pi_input,,,,,system,,$/ HR,1
FUR_2_STACK_TEMPERATURE_Adjusted,parameter,"max(150,[FUR_2_STACK_TEMPERATURE]-(165.4715-0.09271*[Fur_2_HC_Feed]-0.00632*[Furnace_B_COT]+1.622539*[FUR_2_FLUE_GAS_O2]-(165.4715-0.09271*[Fur_2_HC_Feed]-0.00632*[Furnace_B_COT]+1.622539*[FUR_2_FLUE_GAS_O2_Adjusted])))*[Furnace_2_Status]",,,,system,,-,1
FUR_3_FLUE_GAS_O2,raw_pi_input,,,,,system,,GJ/ T,1
FUR_3_FLUE_GAS_O2_Adjusted,parameter,"if([Furnace_O2_Check]==1&&[FUR_3_FLUE_GAS_O2]-(0.0291*[Fur_3_HC_Feed]^2-2.8908*[Fur_3_HC_Feed]+74.849)*[Furnace_3_Status]>0.2,(0.0291*[Fur_3_HC_Feed]^2-2.8908*[Fur_3_HC_Feed]+74.849)*[Furnace_3_Status],[FUR_3_FLUE_GAS_O2])",,,,system,,MT/ HR,1
FUR_3_PASS_1_ETHANE_FEED,raw_pi_input,,,,,system,,BARG,1
FUR_3_PASS_2_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_3_PASS_3_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_3_PASS_4_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_3_PASS_5_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_3_PASS_6_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_3_PASS_7_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_3_PASS_8_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_3_STACK_TEMPERATURE,raw_pi_input,,,,,system,,$/ HR,1
FUR_3_STACK_TEMPERATURE_Adjusted,parameter,"max(150,[FUR_3_STACK_TEMPERATURE]-(134.6519+0.026405*[Fur_3_HC_Feed]+0.012979*[Furnace_C_COT]+2.596037*[FUR_3_FLUE_GAS_O2]-(134.6519+0.026405*[Fur_3_HC_Feed]+0.012979*[Furnace_C_COT]+2.596037*[FUR_3_FLUE_GAS_O2_Adjusted])))*[Furnace_3_Status]",,,,system,,-,1
FUR_4_FLUE_GAS_O2,raw_pi_input,,,,,system,,GJ/ T,1
FUR_4_FLUE_GAS_O2_Adjusted,parameter,"if([Furnace_O2_Check]==1&&[FUR_4_FLUE_GAS_O2]-(0.0253*[Fur_4_HC_Feed]^2-2.3958*[Fur_4_HC_Feed]+59.697)*[Furnace_4_Status]>0.2,(0.0253*[Fur_4_HC_Feed]^2-2.3958*[Fur_4_HC_Feed]+59.697)*[Furnace_4_Status],[FUR_4_FLUE_GAS_O2])",,,,system,,MT/ HR,1
FUR_4_PASS_1_ETHANE_FEED,raw_pi_input,,,,,system,,°C,1
FUR_4_PASS_2_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_4_PASS_3_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_4_PASS_4_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_4_PASS_5_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_4_PASS_6_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_4_PASS_7_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_4_PASS_8_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_4_STACK_TEMPERATURE,raw_pi_input,,,,,system,,$/ HR,1
FUR_4_STACK_TEMPERATURE_Adjusted,parameter,"max(150,[FUR_4_STACK_TEMPERATURE]-(112.2612+0.009309*[Fur_4_HC_Feed]+0.045304*[Furnace_D_COT]+3.549782*[FUR_4_FLUE_GAS_O2]-(112.2612+0.009309*[Fur_4_HC_Feed]+0.045304*[Furnace_D_COT]+3.549782*[FUR_4_FLUE_GAS_O2_Adjusted])))*[Furnace_4_Status]",,,,system,,-,1
FUR_5_FLUE_GAS_O2,raw_pi_input,,,,,system,,GJ/ T,1
FUR_5_FLUE_GAS_O2_Adjusted,parameter,"if([Furnace_O2_Check]==1&&[FUR_5_FLUE_GAS_O2]-(0.0322*[Fur_5_HC_Feed]^2-3.0343*[Fur_5_HC_Feed]+73.997)*[Furnace_5_Status]>0.2,(0.0322*[Fur_5_HC_Feed]^2-3.0343*[Fur_5_HC_Feed]+73.997)*[Furnace_5_Status],[FUR_5_FLUE_GAS_O2])",,,,system,,MT/ HR,1
FUR_5_PASS_1_ETHANE_FEED,raw_pi_input,,,,,system,,°C,1
FUR_5_PASS_2_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_5_PASS_3_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_5_PASS_4_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_5_PASS_5_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_5_PASS_6_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_5_PASS_7_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_5_PASS_8_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_5_STACK_TEMPERATURE,raw_pi_input,,,,,system,,$/ HR,1
FUR_5_STACK_TEMPERATURE_Adjusted,parameter,"max(150,[FUR_5_STACK_TEMPERATURE]-(131.72+0.044*[Fur_5_HC_Feed]+0.0177*[Furnace_E_COT]+2.3949*[FUR_5_FLUE_GAS_O2]-(131.72+0.044*[Fur_5_HC_Feed]+0.0177*[Furnace_E_COT]+2.3949*[FUR_5_FLUE_GAS_O2_Adjusted])))*[Furnace_5_Status]",,,,system,,-,1
FUR_6_FLUE_GAS_O2,raw_pi_input,,,,,system,,GJ/ T,1
FUR_6_FLUE_GAS_O2_Adjusted,parameter,"if([Furnace_O2_Check]==1&&[FUR_6_FLUE_GAS_O2]-(0.0312*[Fur_6_HC_Feed]^2-2.9678*[Fur_6_HC_Feed]+73.279)*[Furnace_6_Status]>0.2,(0.0312*[Fur_6_HC_Feed]^2-2.9678*[Fur_6_HC_Feed]+73.279)*[Furnace_6_Status],[FUR_6_FLUE_GAS_O2])",,,,system,,MT/ HR,1
FUR_6_PASS_1_ETHANE_FEED,raw_pi_input,,,,,system,,KG/ HR,1
FUR_6_PASS_2_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_6_PASS_3_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_6_PASS_4_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_6_PASS_5_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_6_PASS_6_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_6_PASS_7_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_6_PASS_8_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_6_STACK_TEMPERATURE,raw_pi_input,,,,,system,,$/ HR,1
FUR_6_STACK_TEMPERATURE_Adjusted,parameter,"max(150,[FUR_6_STACK_TEMPERATURE]-(144.48+0.0035*[Fur_6_HC_Feed]+0.00069*[Furnace_F_COT]+1.9567*[FUR_6_FLUE_GAS_O2]-(144.48+0.0035*[Fur_6_HC_Feed]+0.00069*[Furnace_F_COT]+1.9567*[FUR_6_FLUE_GAS_O2_Adjusted])))*[Furnace_6_Status]",,,,system,,-,1
FUR_7_FLUE_GAS_O2,raw_pi_input,,,,,system,,GJ/ T,1
FUR_7_FLUE_GAS_O2_Adjusted,parameter,"if([Furnace_O2_Check]==1&&[FUR_7_FLUE_GAS_O2]-(0.0298*[Fur_7_HC_Feed]^2-2.9399*[Fur_7_HC_Feed]+75.021)*[Furnace_7_Status]>0.2,(0.0298*[Fur_7_HC_Feed]^2-2.9399*[Fur_7_HC_Feed]+75.021)*[Furnace_7_Status],[FUR_7_FLUE_GAS_O2])",,,,system,,-,1
FUR_7_PASS_1_ETHANE_FEED,raw_pi_input,,,,,system,,KG/ HR,1
FUR_7_PASS_2_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_7_PASS_3_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_7_PASS_4_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_7_PASS_5_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_7_PASS_6_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_7_PASS_7_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_7_PASS_8_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_7_STACK_TEMPERATURE,raw_pi_input,,,,,system,,$/ HR,1
FUR_7_STACK_TEMPERATURE_Adjusted,parameter,"max(150,[FUR_7_STACK_TEMPERATURE]-(147.37+0.04478*[Fur_7_HC_Feed]+0.002745*[Furnace_G_COT]+2.467*[FUR_7_FLUE_GAS_O2]-(147.37+0.04478*[Fur_7_HC_Feed]+0.002745*[Furnace_G_COT]+2.467*[FUR_7_FLUE_GAS_O2_Adjusted])))*[Furnace_7_Status]",,,,system,,MT/ HR,1
FUR_8_FLUE_GAS_O2,raw_pi_input,,,,,system,,GJ/ T,1
FUR_8_FLUE_GAS_O2_Adjusted,parameter,"if([Furnace_O2_Check]==1&&[FUR_8_FLUE_GAS_O2]-(0.0397*[Fur_8_HC_Feed]^2-3.6171*[Fur_8_HC_Feed]+85.623)*[Furnace_8_Status]>0.2,(0.0397*[Fur_8_HC_Feed]^2-3.6171*[Fur_8_HC_Feed]+85.623)*[Furnace_8_Status],[FUR_8_FLUE_GAS_O2])",,,,system,,-,1
FUR_8_PASS_1_ETHANE_FEED,raw_pi_input,,,,,system,,KG/ HR,1
FUR_8_PASS_2_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_8_PASS_3_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_8_PASS_4_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_8_PASS_5ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_8_PASS_6_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_8_PASS_7_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_8_PASS_8_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_8_STACK_TEMPERATURE,raw_pi_input,,,,,system,,$/ HR,1
FUR_8_STACK_TEMPERATURE_Adjusted,parameter,"max(150,[FUR_8_STACK_TEMPERATURE]-(123.8049+0.072179*[Fur_8_HC_Feed]+0.027*[Furnace_H_COT]+3.0799*[FUR_8_FLUE_GAS_O2]-(123.8049+0.072179*[Fur_8_HC_Feed]+0.027*[Furnace_H_COT]+3.0799*[FUR_8_FLUE_GAS_O2_Adjusted])))*[Furnace_8_Status]",,,,system,,-,1
FUR_9_FLUE_GAS_O2,raw_pi_input,,,,,system,,MT/ HR,1
FUR_9_FLUE_GAS_O2_Adjusted,parameter,"if([Furnace_O2_Check]==1&&[FUR_9_FLUE_GAS_O2]-(0.0274*[Fur_9_HC_Feed]^2-2.6445*[Fur_9_HC_Feed]+66.598)*[Furnace_9_Status]>0.2,(0.0274*[Fur_9_HC_Feed]^2-2.6445*[Fur_9_HC_Feed]+66.598)*[Furnace_9_Status],[FUR_9_FLUE_GAS_O2])",,,,system,,-,1
FUR_9_PASS_1_ETHANE_FEED,raw_pi_input,,,,,system,,KG/ HR,1
FUR_9_PASS_2_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_9_PASS_3_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_9_PASS_4_ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
FUR_9_PASS_5ETHANE_FEED,raw_pi_input,,,,,system,,MT/ HR,1
